raw_group_index,source_sample_count,source_sample_ids_file,max_residue_count,source_datasets,source_statuses
146,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000146_source_ids.txt,270,PDBbind2020,accepted;accepted_dominant_chain
147,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000147_source_ids.txt,263,PDBbind2020;scPDB,accepted
148,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000148_source_ids.txt,260,PDBbind2020;scPDB,accepted;accepted_dominant_chain
149,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000149_source_ids.txt,258,PDBbind2020;scPDB,accepted
150,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000150_source_ids.txt,214,PDBbind2020;scPDB,accepted
151,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000151_source_ids.txt,210,PDBbind2020;scPDB,accepted;accepted_dominant_chain
152,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000152_source_ids.txt,205,PDBbind2020;scPDB,accepted;accepted_dominant_chain
153,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000153_source_ids.txt,165,PDBbind2020;scPDB,accepted;accepted_dominant_chain
154,23,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000154_source_ids.txt,143,PDBbind2020;scPDB,accepted;accepted_dominant_chain
155,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000155_source_ids.txt,407,PDBbind2020;scPDB,accepted_dominant_chain
156,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000156_source_ids.txt,400,PDBbind2020;scPDB,accepted
157,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000157_source_ids.txt,347,PDBbind2020,accepted;accepted_dominant_chain
158,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000158_source_ids.txt,342,PDBbind2020,accepted_pseudo_chainA
159,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000159_source_ids.txt,318,PDBbind2020,accepted
160,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000160_source_ids.txt,228,PDBbind2020;scPDB,accepted;accepted_dominant_chain
161,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000161_source_ids.txt,219,PDBbind2020;scPDB,accepted;accepted_dominant_chain
162,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000162_source_ids.txt,116,PDBbind2020;scPDB,accepted;accepted_dominant_chain
163,21,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000163_source_ids.txt,375,PDBbind2020,accepted;accepted_dominant_chain
164,21,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000164_source_ids.txt,362,PDBbind2020,accepted
165,21,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000165_source_ids.txt,356,PDBbind2020;scPDB,accepted;accepted_dominant_chain
166,21,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000166_source_ids.txt,307,PDBbind2020;scPDB,accepted
167,21,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000167_source_ids.txt,278,PDBbind2020;scPDB,accepted
168,21,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000168_source_ids.txt,232,PDBbind2020,accepted
169,21,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000169_source_ids.txt,199,PDBbind2020;scPDB,accepted;accepted_dominant_chain
170,21,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000170_source_ids.txt,130,PDBbind2020,accepted
171,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000171_source_ids.txt,646,PDBbind2020;scPDB,accepted;accepted_dominant_chain;accepted_pseudo_chainA
172,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000172_source_ids.txt,598,PDBbind2020;scPDB,accepted
173,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000173_source_ids.txt,566,PDBbind2020;scPDB,accepted
174,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000174_source_ids.txt,564,PDBbind2020;scPDB,accepted
175,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000175_source_ids.txt,390,PDBbind2020;scPDB,accepted;accepted_dominant_chain
176,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000176_source_ids.txt,347,scPDB,accepted_dominant_chain
177,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000177_source_ids.txt,344,PDBbind2020;scPDB,accepted;accepted_dominant_chain
178,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000178_source_ids.txt,335,PDBbind2020;scPDB,accepted;accepted_dominant_chain
179,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000179_source_ids.txt,323,PDBbind2020;scPDB,accepted;accepted_dominant_chain
180,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000180_source_ids.txt,278,PDBbind2020;scPDB,accepted
181,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000181_source_ids.txt,276,PDBbind2020,accepted;accepted_dominant_chain
182,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000182_source_ids.txt,268,PDBbind2020;scPDB,accepted
183,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000183_source_ids.txt,258,PDBbind2020;scPDB,accepted
184,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000184_source_ids.txt,252,PDBbind2020;scPDB,accepted;accepted_dominant_chain
185,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000185_source_ids.txt,248,PDBbind2020,accepted
186,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000186_source_ids.txt,215,PDBbind2020;scPDB,accepted;accepted_dominant_chain
187,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000187_source_ids.txt,206,PDBbind2020;scPDB,accepted;accepted_dominant_chain
188,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000188_source_ids.txt,194,PDBbind2020;scPDB,accepted_pseudo_chainA
189,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000189_source_ids.txt,163,PDBbind2020;scPDB,accepted
190,20,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000190_source_ids.txt,133,PDBbind2020;scPDB,accepted
191,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000191_source_ids.txt,3816,PDBbind2020,accepted_dominant_chain;accepted_pseudo_chainA
192,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000192_source_ids.txt,2592,PDBbind2020;scPDB,accepted;accepted_dominant_chain;accepted_pseudo_chainA
193,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000193_source_ids.txt,484,PDBbind2020;scPDB,accepted;accepted_dominant_chain;accepted_pseudo_chainA
194,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000194_source_ids.txt,349,PDBbind2020;scPDB,accepted
195,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000195_source_ids.txt,297,PDBbind2020;scPDB,accepted;accepted_dominant_chain
196,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000196_source_ids.txt,278,PDBbind2020;scPDB,accepted;accepted_dominant_chain
197,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000197_source_ids.txt,262,PDBbind2020;scPDB,accepted
198,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000198_source_ids.txt,231,PDBbind2020;scPDB,accepted;accepted_dominant_chain
199,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000199_source_ids.txt,194,scPDB,accepted
200,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000200_source_ids.txt,165,PDBbind2020;scPDB,accepted
201,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000201_source_ids.txt,117,PDBbind2020;scPDB,accepted
202,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000202_source_ids.txt,963,PDBbind2020,accepted_dominant_chain;accepted_pseudo_chainA
203,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000203_source_ids.txt,726,PDBbind2020,accepted
204,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000204_source_ids.txt,684,PDBbind2020;scPDB,accepted_pseudo_chainA
205,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000205_source_ids.txt,594,scPDB,accepted
206,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000206_source_ids.txt,462,PDBbind2020,accepted_pseudo_chainA
207,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000207_source_ids.txt,423,PDBbind2020;scPDB,accepted
208,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000208_source_ids.txt,374,scPDB,accepted;accepted_dominant_chain
209,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000209_source_ids.txt,371,PDBbind2020;scPDB,accepted
210,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000210_source_ids.txt,369,PDBbind2020;scPDB,accepted
211,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000211_source_ids.txt,335,scPDB,accepted
212,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000212_source_ids.txt,331,PDBbind2020;scPDB,accepted;accepted_dominant_chain
213,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000213_source_ids.txt,331,PDBbind2020;scPDB,accepted;accepted_dominant_chain
214,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000214_source_ids.txt,327,PDBbind2020,accepted;accepted_dominant_chain;accepted_pseudo_chainA
215,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000215_source_ids.txt,326,PDBbind2020,accepted
216,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000216_source_ids.txt,318,PDBbind2020,accepted;accepted_dominant_chain
217,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000217_source_ids.txt,316,PDBbind2020;scPDB,accepted;accepted_dominant_chain
218,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000218_source_ids.txt,308,PDBbind2020;scPDB,accepted
219,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000219_source_ids.txt,267,PDBbind2020;scPDB,accepted
220,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000220_source_ids.txt,198,PDBbind2020;scPDB,accepted_pseudo_chainA
221,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000221_source_ids.txt,183,PDBbind2020,accepted;accepted_dominant_chain
222,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000222_source_ids.txt,182,PDBbind2020;scPDB,accepted
223,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000223_source_ids.txt,166,PDBbind2020;scPDB,accepted;accepted_dominant_chain
224,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000224_source_ids.txt,1660,PDBbind2020;scPDB,accepted;accepted_dominant_chain;accepted_pseudo_chainA
225,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000225_source_ids.txt,546,PDBbind2020;scPDB,accepted;accepted_pseudo_chainA
226,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000226_source_ids.txt,411,scPDB,accepted
227,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000227_source_ids.txt,350,PDBbind2020;scPDB,accepted
228,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000228_source_ids.txt,350,PDBbind2020;scPDB,accepted;accepted_dominant_chain
229,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000229_source_ids.txt,305,PDBbind2020;scPDB,accepted;accepted_dominant_chain
230,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000230_source_ids.txt,301,PDBbind2020;scPDB,accepted
231,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000231_source_ids.txt,299,PDBbind2020,accepted
232,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000232_source_ids.txt,271,PDBbind2020;scPDB,accepted
233,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000233_source_ids.txt,259,PDBbind2020,accepted
234,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000234_source_ids.txt,241,PDBbind2020,accepted
235,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000235_source_ids.txt,240,PDBbind2020,accepted
236,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000236_source_ids.txt,237,PDBbind2020;scPDB,accepted;accepted_dominant_chain
237,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000237_source_ids.txt,233,PDBbind2020;scPDB,accepted;accepted_dominant_chain
238,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000238_source_ids.txt,207,PDBbind2020;scPDB,accepted
239,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000239_source_ids.txt,161,PDBbind2020,accepted
240,17,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000240_source_ids.txt,87,PDBbind2020,accepted
241,16,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000241_source_ids.txt,876,PDBbind2020;scPDB,accepted;accepted_dominant_chain
242,16,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000242_source_ids.txt,710,PDBbind2020;scPDB,accepted
243,16,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000243_source_ids.txt,652,PDBbind2020,accepted_dominant_chain;accepted_pseudo_chainA
244,16,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/_manifests/raw_group_source_ids/raw_group_000244_source_ids.txt,558,PDBbind2020;scPDB,accepted;accepted_dominant_chain
